id,code,name,product_type,warehouse_qty
1422,LDM014,LD MILKY SHEET 915MM 50 MICRON,finished,0.0
1423,LDM015,LD MILKY SHEET 785MM 50 MICRON,finished,0.0
1424,LDM016,LD MILKY SHEET 910MM 50 MICRON,finished,0.0
1425,LDM017,LD MILKY SHEET 710MM 50 MICRON,finished,0.0
1426,LDM018,LD MILKY SHEET 650MM 25 MICRON,finished,0.0
1428,LDM020,LD MILKY SHEET 720MM 30 MICRON,finished,0.0
1429,LDM021,LD MILKY SHEET 765MM 30 MICRON,finished,0.0
1431,LDM023,LD MILKY SHEET 465MM 50 MICRON,finished,0.0
1432,LDM024,LD MILKY SHEET 725MM 100 MICRON,finished,0.0
1434,LDM026,LD MILKY SHEET 855MM 30MICRON,finished,0.0
1436,LDM028,LD MILKY SHEET 550MM 30MICRON,finished,0.0
1437,LDM029,LD MILKY SHEET 735MM 90 MICRON,finished,0.0
1438,LDM030,LD MILKY SHEET 910MM 30 MICRON,finished,0.0
1439,LDM031,LD MILKY SHEET 620MM 80 MICRON,finished,0.0
1440,LDM032,LD MILKY SHEET 500MM 50 MICRON,finished,0.0
1441,LDM033,LD MILKY SHEET 800MM 50 MICRON,finished,0.0
1442,LDM034,LD MILKY SHEET 480MM 50 MICRON,finished,0.0
1444,LDM036,LD NATURAL SHEET 710MM 30 MICRON,finished,0.0
1445,LDM037,LD MILKY SHEET 655MM 50 MICRON,finished,0.0
1447,LDM039,LD MILKY SHEET 790MM 30 MICRON,finished,0.0
1448,LDM040,LD MILKY SHEET 815MM 40 MICRON,finished,0.0
1449,LDM041,LD MILKY SHEET 740MM 50 MICRON,finished,0.0
1450,LDM042,LD NATURAL SHEET 810MM 30 MICRON,finished,0.0
1452,LDM044,LD NATURAL SHEET 795MM 30 MICRON,finished,0.0
1453,LDM045,LD MILKY SHEET 800MM 100 MICRON,finished,0.0
1456,LDM048,LD MILKY SHEET 625MM 30 MICRON,finished,0.0
1457,LDM049,LD NATURAL SHEET 840MM 30MIC,finished,0.0
1458,LDM050,LD MILKY SHEET 740MM 65.7MICRON,finished,0.0
1459,LDM051,LD MILKY SHEET 700MM 30 MICRON,finished,0.0
1460,LDM052,LD MILKY SHEET 470MM 65 MICRON,finished,0.0
1461,LDM053,LD MILKY SHEET 840MM 30MICRON,finished,0.0
1463,LDM055,LD MILKY SHEET 615MM 80 MICRON,finished,0.0
1464,LDM056,LD MILKY SHEET 490MM 50MICRON,finished,0.0
1465,LDM057,LD MILKY SHEET 785MM 100 MICRON,finished,0.0
1466,LDM058,LD MILKY SHEET 620MM 40MICRON,finished,0.0
1468,LDM060,LD MILKY SHEET 910MM 80 MICRON,finished,0.0
1469,LDM061,LD MILKY SHEET 800 MM 30MICRON,finished,0.0
1470,LDM062,LD NATURAL SHEET 830MM 60 MICRON,finished,0.0
1471,LDM063,LD NATURAL SHEET 430MM 30 MICRON,finished,0.0
1472,LDM064,LD MILKY SHEET 705MM 115MICRON,finished,0.0
1473,LDM065,LD NATURAL SHEET 700MM 30MICRON,finished,0.0
1474,LDM066,LD MILKY SHEET SIZE 835MM 35 MICRON,finished,0.0
1475,LDM067,LD NATURAL SHEET 800MM 30MICRON,finished,0.0
1476,LDM068,LD NATURAL SHEET 620MM 30MICRON,finished,0.0
1478,LDM070,LD MILKY SHEET SIZE 750MM 50MICRON,finished,0.0
1479,LDM071,LD MILKY SHEET SIZE 835MM 32MIC,finished,0.0
1481,LDM073,LD NATURAL SHEET 775MM 25 MICRON,finished,0.0
1482,LDM074,LD NATURAL SHEET 875MM 25 MICRON,finished,0.0
1484,LDM076,LD NATURAL SHEET 755MM 25 MICRON,finished,0.0
1485,LDM077,LD MILKY SHEET 705MM 110 MICRON,finished,0.0
1486,LDM078,LD MILKY SHEET 850MM 25 MICRON,finished,0.0
1487,LDM079,LD MILKY SHEET 755MM 25 MICRON,finished,0.0
1488,LDM080,LD NATURAL 760MM 140 MICRON,finished,0.0
1489,LDM081,LD NATURAL SHEET 725MM 30 MICRON,finished,0.0
1490,LDM082,LD NATURAL SHEET 720MM 25 MICRON,finished,0.0
1491,LDM083,LD NATURAL SHEET 620MM 25 MICRON,finished,0.0
1493,LDM085,LD MILKY SHEET 765MM 25 MICRON,finished,0.0
1497,LDM089,LD MILKY SHEET 835MM 32MICRON,finished,0.0
1498,LDM090,LD MILKY SHEET 805MM 30 MICRON,finished,0.0
1500,LDM092,LD  MILKY SHEET 680MM 60MICRON (SNAIL WHITE),finished,0.0
1501,LDM093,LD MILKY SHEET 700MM 25MICRON,finished,0.0
1502,LDM094,LD MILKY SHEET 840MM 35MICRON,finished,0.0
1503,LDM095,LD NATURAL SHEET 810MM 60MICRON,finished,0.0
1504,LDM096,LD NATURAL SHEET 540MM 30MICRON,finished,0.0
1505,LDM097,LD MILKY SHEET 480MM 30 MICRON,finished,0.0
1506,LDM098,LD MILKY SHEET 460MM 40 MICRON,finished,0.0
1507,LDM099,LD MILKY SHEET 525MM 40 MICRON,finished,0.0
1508,LDM100,LD MILKY SHEET 530MM 50 MICRON,finished,0.0
1509,LDM101,LD MILKY SHEET 540MM 40 MICRON,finished,0.0
1510,LDM102,LD MILKY SHEET 540MM 110 MICRON,finished,0.0
1511,LDM103,LD MILKY SHEET 545MM 50 MICRON,finished,0.0
1512,LDM104,LD MILKY SHEET 545MM 50 MICRON,finished,0.0
1513,LDM105,LD MILKY SHEET 565MM 55 MICRON,finished,0.0
1514,LDM106,LD MILKY SHEET 640MM 40 MICRON,finished,0.0
1515,LDM107,LD MILKY SHEET 915MM 60 MICRON,finished,0.0
1516,LDM108,LD MILKY SHEET 910MM 55 MICRON,finished,0.0
1517,LDM109,LD MILKY SHEET 455MM 55 MICRON,finished,0.0
1519,LDM111,LD NATURAL SHEET 740MM 40 MICRON,finished,0.0
1520,LDM112,LD NATURAL SHEET 740MM 140 MICRON,finished,0.0
1521,LDM113,LD NATURAL SHEET 740MM 30 MICRON,finished,0.0
1523,LDM115,LD NATURAL SHEET 865MM 30 MICRON,finished,0.0
1524,LDM116,LD NATURAL SHEET 875MM 30 MICRON,finished,0.0
1525,LDM117,LD NATURAL SHEET 805MM 30 MICRON,finished,0.0
1526,LDM118,LD MILKY SHETT 810MM 90MICRON,finished,0.0
1527,LDM119,LD MILKY SHEET 620MM 90MICRON,finished,0.0
1528,LDM120,LD NATURAL SHEET 675MM 30 MICRON,finished,0.0
1529,LDM121,LD NATURAL SHEET 735MM 125MICRON,finished,0.0
1530,LDM122,LD NATURAL SHEET 755MM 30MICRON,finished,0.0
1531,LDM123,LD MILKY SHEET 500MM 60MICRON,finished,0.0
1532,LDM124,LD MILKY SHEET 985MM 160MICRON,finished,0.0
1533,LDM125,LD MILKY SHEET 915MM 30 MICRON,finished,0.0
1536,LDM128,LD MILKY SHEET 590MM 30MICRON,finished,0.0
1537,LDM129,LD NATURAL SHEET 760MM 70MICRON,finished,0.0
1538,LDM130,LD NATURAL SHEET 610MM 130MICRON,finished,0.0
1539,LDM131,LD NATURAL SHEET 655MM 30MICRON,finished,0.0
1540,LDM132,LD MILKY SHEET 766MM 40 MICRON,finished,0.0
1541,LDM133,LD MILKY SHEET 775MM 30 MICRON,finished,0.0
1542,LDM134,LD MILKY SHEET 855MM 90 MICRON,finished,0.0
1543,LDM135,LD NATURAL SHEET 495MM 90MICRON,finished,0.0
1544,LDM136,LD NATURAL SHEET 510MM 90MICRON,finished,0.0
1545,LDM137,LD NATURAL SHEET 715MM 70MICRON,finished,0.0
1546,LDM138,LD MILKY SHEET 620MM 25 MICRON,finished,0.0
1547,LDM139,LD NATURAL SHEET 655MM 25MICRON,finished,0.0
1548,LDM140,LD NATURAL SHEET 540MM 75MICRON,finished,0.0
1549,LDM141,LD NATURAL SHEET 765MM 110MICRON,finished,0.0
1551,LDM143,LD NATURAL SHEET 740MM 135 MICRON,finished,0.0
1552,LDM144,LD NATURAL SHEET 695MM 75 MICRON,finished,0.0
1553,LDM145,LD NATURAL SHEET 495MM 50 MICRON,finished,0.0
1554,LDM146,LD MILKY SHEET 680MM 25 MICRON,finished,0.0
1555,LDM147,LD MILKY SHEET 655MM 30 MICRON,finished,0.0
1556,LDM148,LD MILKY SHEET 965MM 60MICRON,finished,0.0
1557,LDM149,LD MILKY SHEET 910MM 60MICRON,finished,0.0
1558,LDM150,LD NATURAL SHEET 810MM 70MICRON,finished,0.0
1559,LDM151,LD MILKY SHEET 735MM 100 MICRON,finished,0.0
1561,LDM153,LDN+PET SIZE 255MM,finished,0.0
1562,LDM154,LD MILKY SHEET 840MM 40MICRON,finished,0.0
1563,LDM155,LD MILKY SHEET 635MM 40 MICRON,finished,0.0
1564,LDM156,LD NATURAL SHEET 610MM 30MICRON,finished,0.0
1565,LDM157,LD MILKY SHEET 760MM 120MICRON,finished,0.0
1567,LDM159,LD MILKY SHEET 640MM 50MICRON,finished,0.0
1568,LDM160,LD NATURAL SHEET 720MM 40MICRON,finished,0.0
1569,LDM161,LD MIKY SHEET 935MM 60MICRON,finished,0.0
1570,LDM162,LD NATURAL SHEET 960MM 60MICRON,finished,0.0
1571,LDM163,LD NATURAL SHEET 924MM 50MICRON,finished,0.0
1572,LDM164,LD NATURAL SHEET 600MM 90MICRON,finished,0.0
1573,LDM165,LD NATURAL SHEET 480MM 90MICRON,finished,0.0
1574,LDM166,LD MILKY SHEET 710MM 80MICRON,finished,0.0
1575,LDM167,LD NATURAL SHEET 640MM 90 MICRON,finished,0.0
1576,LDM168,LD MILKY SHEET 675MM 90MICRON,finished,0.0
1577,LDM169,LD MILKY SHEET 910MM 150MICRON,finished,0.0
1578,LDM170,LD NATURAL SHEET 855MM 110 MICRON,finished,0.0
1579,LDM171,LD MILKY SHEET 965MM 50 MICRON,finished,0.0
1581,LDM173,LD MILKY SHEET 740MM 40MICRON,finished,0.0
1582,LDM174,LD MILKY SHEET 910MM 70MICRON,finished,0.0
1583,LDM175,LD MILKY SHEET 835MM 30MICRON,finished,0.0
1584,LDM176,LD NATURAL SHEET 660MM 100MICRON,finished,0.0
1586,LDM178,LD MILKY SHEET 510MM 70MICRON,finished,0.0
1587,LDM179,LD MILKY SHEET 760MM 130MICRON,finished,0.0
1588,LDM180,LD NATURAL SHEET 680MM 40MICRON,finished,0.0
1591,LDM183,LD MILKY SHEET610MM 40MICRON,finished,0.0
1592,LDM184,LD NATURAL SHEET 765MM 80MICRON,finished,0.0
1595,LDM187,LD NATURAL SHEET 580MM 60MICRON,finished,0.0
1596,LDM188,LD MILKY SHEET 720MM 32MICRON,finished,0.0
1597,LDM189,LD NATURAL SHEET 720MM 50MICRON,finished,0.0
1599,LDM191,LD MILKY SHEET 680MM 50MICRON,finished,0.0
1600,LDM192,LD MILKY SHEET 750MM 70MICRON,finished,0.0
1602,LDM194,LD MILKY SHEET 810MM 120MICRON,finished,0.0
1603,LDM195,LD MILKY SHEET 725MM 55MICRON,finished,0.0
1604,LDM196,LD MILKY SHEET 625MM 100MICRON,finished,0.0
1605,LDM197,LD NATURAL SHEET 680MM 50MICRON,finished,0.0
1606,LDM198,LD NATURAL SHEET 810MM 120MICRON,finished,0.0
1608,LDM200,LD NATURAL SHEET 500MM 90MICRON,finished,0.0
1610,LDM202,LD NATURAL SHEET 740MM 120MICRON,finished,0.0
1612,LDM204,LD NATURAL SHEET 580MM 120MICRON,finished,0.0
1613,LDM205,LD NATURAL SHEET 500MM 80MICRON,finished,0.0
1614,LDM206,LD NATURAL SHEET 570MM 55MICRON,finished,0.0
1615,LDM207,LD NATURAL SHEET 480MM 50MICRON,finished,0.0
1617,LDM209,LD NATURAL SHEET 780MM 65MICRON,finished,0.0
1618,LDM210,LD NATURAL SHEET 490MM 50MICRON,finished,0.0
1619,LDM211,LD MILKY SHEET 680MM 90MICRON,finished,0.0
1626,LDM218,LD MILKY SHEET 330MM 90MICRON,finished,0.0
1627,LDM219,LD MILKY SHEET 720MM 50MICRON,finished,0.0
1628,LDM220,LD MILKY SHEET 660M 50MICRON,finished,0.0
1629,LDM221,LD NATURAL SHEET 470MM 50MICRON,finished,0.0
1630,LDM222,LD NATURAL SHEET 810MM 100MICRON,finished,0.0
1633,LDM225,LD MILKY SHEET 820MM 60MICRON,finished,0.0
1634,LDM226,LD NATURAL SHEET 510MM 80MICRON,finished,0.0
1635,LDM227,LD NATURAL SHEET 860MM 30MICRON,finished,0.0
1636,LDM228,LD NATURAL SHEET 765MM 60MICRON,finished,0.0
1637,LDM229,LD MILKY SHEET 610MM 90MICRON,finished,0.0
1638,LDM230,LD NATURAL SHEET 610MM 60MICRON,finished,0.0
1639,LDM231,LD NATURAL SHEET 620MM 90MICRON,finished,0.0
1640,LDM232,LD NATURAL SHEET 780MM 100 MICRON,finished,0.0
1643,LDM235,LD NATURAL SHEET 640MM 28MICRON,finished,0.0
1644,LDM236,LD NATURAL SHEET 610MM 90MICRON,finished,0.0
1645,LDM237,LD NATURAL SHEET 910MM 50MICRON,finished,0.0
1647,LDM239,LD MILKY SHEET 460MM 75MICRON,finished,0.0
1648,LDM240,LD NATURAL SHEET 570MM 45 MICRON,finished,0.0
1649,LDM241,LD MILKY SHEET 910MM 25MICRON,finished,0.0
1650,LDM242,LD NATURAL SHEET 570MM 75MICRON,finished,0.0
1651,LDM243,LD NATURAL SHEET 610MM 75MICRON,finished,0.0
1652,LDM244,LD MILKY SHEET 540MM 70MICRON,finished,0.0
1653,LDM245,LD NATURAL SHEET 480MM 100MICRON,finished,0.0
1654,LDM246,LD NATURAL SHEET 490MM 120MICRON,finished,0.0
1655,LDM247,LD NATURAL SHEET 640MM 70MICRON,finished,0.0
1656,LDM248,LD NATURAL SHEET 680MM 80MICRON,finished,0.0
1657,LDM249,LD NATURAL SHEET 900MM 35MICRON,finished,0.0
1658,LDM250,LD NATURAL SHEET 540MM 70MICRON,finished,0.0
1675,LDTP049,TP LD 430MM 30 MICRON,finished,0.0
1676,LGM001,EID BANASPATI 900GRAM*16 PACK,finished,0.0
1677,LGM002,EID BANASPATI 450GRAM*32 PACK,finished,0.0
1678,LGM003,KORBA BANASPATI 1KG * 16PAC,finished,0.0
1679,LMR001,LEMINATION REEL,finished,0.0
1681,LS0001,TRAIN NAROL(125/40),finished,0.0
1682,LS00015,TRAIN NAROOL 15KG 375/40,finished,0.0
1683,LS0002,TRAIN SANDLI 125/40,finished,0.0
1685,LS0004,TRAIN NAROL (250/40),finished,0.0
1686,LS0005,LASHKARA SPECIAL 04PACK 08KG,finished,0.0
1687,LS0006,Train Neel 150/48,finished,0.0
1689,LS0008,TRAIN NEEL (75/24),finished,0.0
1690,LS0009,TRAIN NAROL BILAL CUP (125/40)5 KG,finished,0.0
1691,LS0010,Train Narool (200/40),finished,0.0
1692,LS0011,LASHKARA SANDALI 2 TIKKI PACK 200/40 8KG,finished,0.0
1693,LS002,LASHKARA SPECIAL 4PACK 6KG,finished,0.0
1694,LS0020,GULLI 5.6KG 140GR,finished,0.0
1695,LS010,TRAIN NAROOL DFA (250/40) 10 KG,finished,0.0
1696,LS011,TRAIN NAROOL DFA (125/40) 5KG,finished,0.0
1697,LS013,Lashkara Special 4Takki (175/40) 7kg,finished,0.0
1698,LS014,SUPER LIFE YELLOW (140/48) 6.72 KG,finished,0.0
1699,LS015,SUPER LIFE RED (140/48) 6.72 KG,finished,0.0
1700,LS016,TRAIN NAROOL DFA 200/40 WHITE GARDER,finished,0.0
1701,LS017,SKARCH BRIGHT PAD,finished,0.0
1702,LS018,Scotch Brite REGULAR,finished,0.0
1703,LS019,SKARCH BRIGHT SMALL,finished,0.0
1704,LS020,NEEL SEWER LARGE,finished,0.0
1705,LS021,STEEL WHOLE LARGE,finished,0.0
1706,LS022,LASHKARA SPECIAL 4 PACK (250/40) 10KG,finished,0.0
1707,LS023,TRAIN SANDALI GADAR (150/40) 6KG,finished,0.0
1708,LS024,TRAIN SANDLI BILAL CUP (75/40)3 KG,finished,0.0
1710,LS026,LASHKARA SANDALI 2 TIKKI PACK 175/40,finished,0.0
1711,LS027,TRAIN SANDALI BILAL CUP (175/40),finished,0.0
1712,LS028,LASHKARA NAROL DFA SADA NOOR 450/20,finished,0.0
1713,LS029,LASHKARA SANDLI BAR 80/40 3.2KG,finished,0.0
1714,MAC001,ACMA MACHINE,finished,0.0
1715,MAC002,PASTING MACHINE,finished,0.0
1722,MACH01,SACHAY PACKING MACHINE,finished,0.0
1724,MBP002,MARBLE POWDER 600 MESH,finished,0.0
1725,MES001,MES POWDER,finished,0.0
1727,MO1002,MUSTARD OIL 200ML BOTTLE,finished,0.0
1732,MO1007,MUSTARD OIL 220/24,finished,0.0
1733,MO1008,MUSTARD OIL 930/20,finished,0.0
1734,MO1009,MUSTARD OIL 420ML BOTTLE,finished,0.0
1735,MO1010,MUSTARD OIL 160/24,finished,0.0
1736,MO1011,MUSTARD OIL 190/24,finished,0.0
1740,MO1015,REFINED OIL,finished,0.0
1741,MO1016,MUSTARD OIL 430/12,finished,0.0
1742,MO1017,MUSTARD OIL 185/24,finished,0.0
1743,MPG001,MAAN PASAND BANASPATI 1KG*16PACKS,finished,0.0
1744,MPG002,MAAN PASAND BANASPATI 1/2KG*32PACKS,finished,0.0
1745,MPG003,MAAN PASAND BANASPATI 900*16PACKS,finished,0.0
1746,MSC001,MISC MAINTENANCE ITEMS,finished,0.0
1749,MZF002,MANZAL E ZOOQ FOOD CTN 1000/500GRM C3 P5 LN,finished,0.0
1751,MZF004,MANZAL E ZOQ VERMICILE CTN KHAKI C4 P5,finished,0.0
1752,NBP001,SUPER MELON 10PCS,finished,0.0
1754,NBR001,WHITE STAND POUCH BAG H#13IN & W#230MM,finished,0.0
1761,PAC006,A.H CUP & SAUCER 6 PIECE PURPLE MEDIUM BOX C4 P3 LY,finished,0.0
1762,PAC007,A.H CUP & SAUCER 4 DOZAN 4 CLR MASTER BOX C4 P3 LN,finished,0.0
1763,PAC008,A.H CUP & SAUCER 6 PIECE ROUND LARGE BOX C4 P3 LN,finished,0.0
1764,PAC009,A.H CUP & SAUCER 6 PIECE SQUARE LARGE BOX C4 P3 LY,finished,0.0
1766,PAC011,A.H 4 DOZAN MASTER SQUARE LARGE BOX C4 P3 LN,finished,0.0
1771,PAC016,A.H AISA CERAMICS 6 DOZAN BOX C4 P5 LY,finished,0.0
1772,PAC017,A.H CUP & SAUCER BLACK SMALL BOX C4 P3 LY,finished,0.0
1773,PAC018,A.H CUP & SAUCER MULTI LARGE BOX C4 P3 LY,finished,0.0
1778,PAC023,4 NO CUP & SACUER PLAN P3 LN,finished,0.0
1779,PAC024,A.H. 4NO. CUP & SOUCER CRTN C4 P3 LN,finished,0.0
1780,PAC025,A.H CUP & SAUCER NO.4 KHAKI CN P3 LN,finished,0.0
1783,PAC028,A.H CUP  & SAUCER NO.4 BOLAN M.CTN 4 DOZEN NEW,finished,0.0
1786,PAC031,A.H CUP DIBI MASTER CTN 8 DOZEN 9 & 10 NO C4 P3 LN,finished,0.0
1789,PAC034,A.H CUP DABBI CTN 6 DOZEN C4 P3 LN,finished,0.0
1790,PAC035,A.H CUP SAUCER DABBI # 9 & 10 KHAKI C1 P3 LN,finished,0.0
1791,PAC036,A.H CUP SAUCER CTN NO.9 & 10 KHAKI C1 P3 LN,finished,0.0
1792,PAC037,A.H CUP & SACUER DIBI BLUE C4 P3 LN,finished,0.0
1793,PAC038,"CUP & SAUCER DIBBI # 9,10 LARGE C4 P3 LN",finished,0.0
1794,PAC039,A.H CUP & SAUCER DIBI KHAKI 4 NO. C2 P3,finished,0.0
1795,PAC040,A.H CUP & SAUCER CTN 4 DZN KHAKI 4 NO. C2 P3,finished,0.0
1796,PAC041,A.H MUG PETI 8 DOZEN SMALL C1 P5,finished,0.0
1797,PAC042,A.H CUP & SAUCER DIBI 9 & 10 KHAKI C2 P3,finished,0.0
1798,PAC043,A.H  CUP & SAUCER CTN 9 & 10 C2 P3 KHAKI,finished,0.0
1799,PAC044,COMPASS DIBBI CUP SAUCER CP.317 NO.C4 P3,finished,0.0
1800,PAC045,SITC CTN CUP SAUCER 4 DZN CP.317 NO.KHAKI C 1 P 3,finished,0.0
1803,PAC048,COMPASS DIBBI CP-319 MIDIUM C4 P3,finished,0.0
1804,PAC049,SITC M.CTN CP-319 4 DZN KHAKI C1 P3,finished,0.0
1807,PAC052,A.H CUP & SAUCER DIBBI KHAKI SADA SMALL P3,finished,0.0
1808,PAC053,A.H CUP & SAUCER M.CTN 4 DOZAN KHAKI SADA P3,finished,0.0
1809,PAC054,COMPAS MAG DIBBI KHAKI 1 CL,finished,0.0
1810,PAC055,COMPAS MUG PETTI 8 DZN 5 PLY C1,finished,0.0
1811,PAC056,COMPAS JUICE MUG DIBBI KHAKI C1 P3,finished,0.0
1812,PAC057,SITC JUICE MUG PETTI 6 DZN KHAKI C1 P5,finished,0.0
1813,PAC058,A.H MUG DIBBI 4 COLOR 6 PCS C4 P3,finished,0.0
1814,PAC059,A.H MUG PETI 8 DOZ(CBB) C2 P5,finished,0.0
1815,PAC060,A.H CUP SAUCER DIBI MEDIUM KHAKI C1 P3,finished,0.0
1816,PAC061,A.H CUP SAUCER MASTER CTN MEDIUM KHAKI C1 P3,finished,0.0
1817,PAC062,A.H CUP & SAUCER 6 PIECE DIBBI Brown C4 P3,finished,0.0
1818,PAC063,A.H 4 DOZAN MASTER CTN Brown CUP SAUCER  C4 P3,finished,0.0
1819,PAC064,"A.H CUP & SAUCER DIBBI # 9,10 C4 P3",finished,0.0
1820,PAC065,A.H 4 DOZAN MASTER CTN 9 &10 CUP SAUCER BOX C4 P3 (UBB),finished,0.0
1821,PAC066,A.H TEA SET 14 PCS CODE NO.3 C4 P3 LY,finished,0.0
1829,PAC074,A.H TEA SET 14 PCS CODE NO.1 C4 P3 LY,finished,0.0
1836,PAC081,FINE BONE TEA SET 14PCS CTN C4 P3 LY,finished,0.0
1837,PAC082,FINE BONE TEA SET 14PCS CTN 4 IN 1 C1 P5,finished,0.0
1842,PAC087,FOAM SHEET 6*6,finished,0.0
1854,PAF003,AMIN CEILING GLAXAY BOX C4 P5 LN,finished,0.0
1860,PAF009,AMIN PEDISTAL BASE ECONOMY BOX C4 P3 LN,finished,0.0
1861,PAF010,AMIN BLADE BOX 10IN1 CN P3 LN,finished,0.0
1862,PAF011,AMIN SOLAR PEDESTAL BODY 3PLY LN C4,finished,0.0
1863,PAF012,AMIN SOLAR PEDESTAL ROD P3 LN C4,finished,0.0
1864,PAF013,AMIN SOLAR PEDESTAL BASE P3 LN C4,finished,0.0
1865,PAF014,AMIN ROD PETI T.C.P KHAKI P5 SADA,finished,0.0
1866,PAF015,AMIN ROD PETI 24 INCH  KHAKI P5 SADA,finished,0.0
1870,PAF019,AMIN ROD PETI 10 IN 1 KHAKI SADA 24INCH P5,finished,0.0
1871,PAF020,AMIN SOLAR CEILING BODY C4 P5 LN,finished,0.0
1872,PAF021,AMIN SOLAR CEILING BLADE C4 P3 LN,finished,0.0
1873,PAH001,SADA MUG DIBBI KHAKI P3,finished,0.0
1874,PAI001,PAIDAR PAYALI CTN 100 PCS C2 P3,finished,0.0
1875,PAM001,AL MUMTAZ CIELING BODY AC/DC LARGE C4 P3 LN,finished,0.0
1876,PAM002,AL MUMTAZ CIELING BLADE AC/DC C4 P3 LN,finished,0.0
1877,PAM003,AL MUMTAZ CIELING BODY AC/DC LARGE C4 P5 LN,finished,0.0
1878,PAM004,CEILING BLADE PETI 10 IN 1 WHITE PLAIN P5,finished,0.0
1879,PAM005,NEW ASIA CEILING BODY C4 P5 LY,finished,0.0
1880,PAM006,NEW ASIA CEILING BLADE C4 P3 (NEW SIZE),finished,0.0
1881,PAM007,AL MUMTAZ CEILING M.CTN 3 IN 1 C4 P5 LN,finished,0.0
1882,PAM008,NEW ASIA PADISTAL BODY C4 P5 LN,finished,0.0
1883,PAM009,NEW ASIA ROD PADISTAL C4 P3 LN,finished,0.0
1884,PAM010,NEW ASIA BASE PADISTAL C4 P3 LN,finished,0.0
1885,PAM011,LAHORE MODEL CEILING BODY C4 P5 LY,finished,0.0
1886,PAM012,FOCUS CEILING BODY C4 P5 LN,finished,0.0
1887,PAM013,FOCUS CEILING BLADE C4 P3 LN,finished,0.0
1888,PAM014,MFC CEILING BODY C4 P5 LY,finished,0.0
1889,PAM015,MFC CEILING BLADE C4 P3 LN,finished,0.0
1890,PAM016,SUPER PAK CEILING BODY C4 P5 LN,finished,0.0
1891,PAM017,SUPER PAK CEILING BLADE C4 P3 LN,finished,0.0
1895,PAM021,AKM CEILLING BLADE C4 P3,finished,0.0
1896,PAM022,INTOP CEILING  BODY C4 P5LY,finished,0.0
1897,PAM023,INTOP CEILING  BLADE C4 P3,finished,0.0
1898,PAN001,TOMATO SOAP 20 TIKKI  C3 P3,finished,0.0
1899,PAN002,TOMATO SOAP 40 TIKKI C3 P3,finished,0.0
1900,PAN003,TOMATO SOAP 20 TIKKI ORANGE C4 P3 (UNCOATED),finished,0.0
1901,PAN004,TOMATO SOAP 20 TIKKI BLUE C3 P3 (UNCOATED),finished,0.0
1902,PAN005,TOMATO SOAP 10KG 40 CAKE C4 P3,finished,0.0
1903,PAN006,TOMATO SOAP 7KG C4 P3,finished,0.0
1904,PAN007,TOAMTO SOAP 8KG C4 P3,finished,0.0
1905,PAN008,TOAMTO SOAP 9KG C4 P3,finished,0.0
1906,PAN009,TOMATO SOAP 20 TIKKI BLUE NEW SIZE C3 P3 (UNCOATED),finished,0.0
1907,PAN010,TOMATO SAOP 7KG DEY TRAIN 6KG C4 P3,finished,0.0
1908,PAN011,TOMATO SAOP 9KG DEY TRAIN 8KG C4 P3,finished,0.0
1909,PAN012,TOMATO SAOP 10KG DEY TRAIN 8KG C4 P3,finished,0.0
1910,PAN013,ANMOL SOAP 7KG 40CAKE DEY TRAIN 6KG C3 P3,finished,0.0
1911,PAN014,ANMOL SOAP 9KG 40CAKE DEY TRAIN 8KG C3 P3,finished,0.0
1912,PAN015,ANMOL SOAP 10KG 40CAKE DEY TRAIN 8KG C3 P3,finished,0.0
1913,PAS001,AISIA CERAMICS MUG DIBI KHAKI C1 P3 LN,finished,0.0
1914,PAS002,AISIA CERAMICS MUG DIBI CTN 8 DOZEN C1 P5 LN,finished,0.0
1915,PAS003,M.N CERAMICS MUG DIBI KHAKI C1 P3 LN,finished,0.0
1916,PAS004,MN CERAMICS MUG DIBI CTN 8 DOZEN C1 P5 LN,finished,0.0
1921,PAS009,MFA CUP SAUCER DIBI NO.4 C4 P3,finished,0.0
1922,PAS010,MFA CUP SAUCER M.CTN NO.4 C4 P3,finished,0.0
1926,PAW001,KAINAT 1121 STEAM RICE KHAKI P5,finished,0.0
1927,PAW002,SUPER BASPATI RICE KHAKI P5,finished,0.0
1928,PAZ001,RAHIL SABOON 36 TIKKI C4 P3 LY,finished,0.0
1930,PB0001,INNER PLASTIC BAGS,finished,0.0
1931,PB272,BOX BOARD REEL SIZE 40,finished,0.0
1932,PBB001,BOX BOARD 29*38 230 GRAM,finished,0.0
1933,PBB002,BOX BOARD 27*36  230 GRAM,finished,0.0
1934,PBB003,BOX BOARD 26*23  230 GRAM,finished,0.0
1936,PBB005,BOX BOARD 32*23 230 GRAM,finished,0.0
1938,PBB007,BOX BOARD 28*25  210 GRAM,finished,0.0
1939,PBB008,BOX BOARD 32*26  210 GRAM,finished,0.0
1941,PBB010,BOX BOARD 35*25  210 GRAM,finished,0.0
1942,PBB011,BOX BOARD 20*39  210 GRAM,finished,0.0
1943,PBB012,BOX BOARD 19*39  210 GRAM,finished,0.0
1944,PBB013,BOX BOARD 19*41  210 GRAM,finished,0.0
1945,PBB014,BOX BOARD 33.5*24.5  210 GRAM,finished,0.0
1946,PBB015,BOX BOARD 22*31  210 GRAM,finished,0.0
1947,PBB016,BOX BOARD 23*32  210 GRAM,finished,0.0
