19508,3,'DT9039','JAGMAG DETERGENT 100/48 18A.D','CRTN',45,1776,79920,0,0,79920,,,
19508,4,'DT2021','TRAIN DETERGENT PLANT 25/120 10AD ','CRTN',50,830,41500,0,0,41500,,,
19508,5,'DW1002','TRAIN DISHWASH 80/36','CRTN',50,507,25350,0,0,25350,,,
19508,6,'DW1006','TRAIN DISHWASH 120/24','CRTN',50,507,25350,0,0,25350,,,
19508,7,'MO1004','MUSTARD OIL 845/6','CRTN',30,2900,87000,0,0,87000,,,
19508,8,'MO1003','MUSTARD OIL 410/12','CRTN',50,2900,145000,0,0,145000,,,
19508,9,'MO1001','MUSTARD OIL 200ML/24','CRTN',70,2900,203000,0,0,203000,,,
19509,1,'PAF016','AMIN BLADE PETI 10 IN 1 KHAKI P5 ','PCS',224,125,28000,0,0,28000,,,
19509,2,'PAF017','AMIN PEDESTAL BODY 24 INCH CTN 4 IN 1 KHAKI C1 P5','PCS',501,130,65130,0,0,65130,,,
19510,1,'DT9008','JAGMAG DETERGENT 4KG 13A.D','BAG',2,1000,2000,0,0,2000,,,
19511,1,'RM0005','SODIUM BI CARBONATE','KG',2500,123.244,308110,0,0,308110,,,
19511,2,'DT3002','DETERGENT  7A.D','KG',600,147.5,88500,0,0,88500,,,
19512,1,'DT1006','LASHKARA DETERGENT 5KG','BAG',10,1150,11500,5,575,10925,,,
19512,2,'DT1060','LASHKARA DETERGENT 300/12','CRTN',10,964,9640,5,482,9158,,,
19512,3,'DT1062','LASHKARA DETERGENT 150/24 ','CRTN',5,984,4920,5,246,4674,,,
19512,4,'DT1026','LASHKARA DETERGENT 300/24 ','CRTN',2,1880,3760,5,188,3572,,,
19512,5,'DT1029','LASHKARA 4KG 7A.D+2TIKKI TRAIN','BAG',8,670,5360,5,268,5092,,,
19512,6,'DT2062','TRAIN DETERGENT 320/24 10 AD','BAG',1,1896,1896,5,95,1801,,,
19513,1,'DT1006','LASHKARA DETERGENT 5KG','BAG',1,1150,1150,0,0,1150,,,
19514,1,'DT1006','LASHKARA DETERGENT 5KG','BAG',2,1100,2200,0,0,2200,,,
19515,1,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',1,850,850,0,0,850,,,
19516,1,'DT1060','LASHKARA DETERGENT 300/12','CRTN',70,887,62090,0,0,62090,,,
19516,2,'DT1080','LASHKARA DETERGENT 150/48','CRTN',30,1748,52440,0,0,52440,,,
19516,3,'DT1037','LASHKARA DETERGENT 1000/12','CRTN',5,2576,12880,0,0,12880,,,
19516,4,'DT1006','LASHKARA DETERGENT 5KG','BAG',5,1058,5290,0,0,5290,,,
19516,5,'DT1029','LASHKARA 4KG 7A.D+2TIKKI TRAIN','BAG',104,616,64064,0,0,64064,,,
19516,6,'DT2013','TRAIN DETERGENT 5 KG 7A.D','BAG',24,782,18768,0,0,18768,,,
19516,7,'DT2014','TRAIN DETERGENT 500/24  10A.D','CRTN',10,2392,23920,0,0,23920,,,
19516,8,'DT2020','TRAIN DETERGENT 1000/12 10AD','CRTN',10,2346,23460,0,0,23460,,,
19516,9,'DT2062','TRAIN DETERGENT 320/24 10 AD','BAG',30,1744,52320,0,0,52320,,,
19516,10,'DW1015','TRAIN DISHWASH JUMBO 200/24','CRTN',50,754,37700,0,0,37700,,,
19516,11,'DW1002','TRAIN DISHWASH 80/36','CRTN',100,486,48600,0,0,48600,,,
19517,1,'DT1006','LASHKARA DETERGENT 5KG','BAG',1,1150,1150,0,0,1150,,,
19518,1,'DW1002','TRAIN DISHWASH 80/36','CRTN',3,530,1590,0,0,1590,,,
