17063,2025-10-05 00:00,'200209','V','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',4,1,'1','1','HAMMAD',2025-10-06 12:02:49.717000,,'BILTY NO#3074/05',7063,'LAHORE','03','400001','PURCHASE A/C'
17064,2025-10-06 00:00,'200202','V','CH SHAFIQ MANUFACTURING (PVT) LTD','BUILDING34-C FLOOR,JAMI COMMERCIAL AREA STREET#3 DHA PHASE 7 ','KARACHI',0,20850760,'1','1','HAMMAD',2025-10-06 19:22:39.714000,,'E-3146',7064,'KARACHI','03','400001','PURCHASE A/C'
17065,2025-10-06 00:00,'200305','V','M YASEEN AND SONS SALT DEALER','3KM RAWALPINDI ROAD, KHUSHAB.','KHUSHAB.',0,548080,'1','1','HAMMAD',2025-10-06 19:27:46.279000,,'C-1057',7065,'KHUSHAB.','03','400001','PURCHASE A/C'
17066,2025-10-07 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-07 10:20:50.509000,,'GTL-45',7066,'QAIDABAD','03','400001','PURCHASE A/C'
17067,2025-10-07 00:00,'200140','V','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',0,241760,'1','1','USMAN',2025-10-07 14:44:56.576000,,'LES-5435',7067,'GUJRANWALA','03','400001','PURCHASE A/C'
17068,2025-10-07 00:00,'200009','V','ITTEHAD CHEMICALS LIMITED','39-EMPRESS ROAD LAHORE ','LAHORE',0,2781395,'1','1','HAMMAD',2025-10-07 15:09:33.762000,,'GLT-7697',7068,'LAHORE','03','400001','PURCHASE A/C'
17069,2025-10-07 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,940975,'1','1','HAMMAD',2025-10-07 18:51:40.169000,,'les-3393',7069,'GUJRANWALA','03','400001','PURCHASE A/C'
17070,2025-10-07 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,880714,'1','1','USMAN',2025-10-07 19:32:44.144000,,'TMK-028',7070,'LAHORE','03','400001','PURCHASE A/C'
17071,2025-10-08 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,163701,'1','1','USMAN',2025-10-08 10:17:14.578000,,'AP-0159',7071,,'03','400001','PURCHASE A/C'
17072,2025-10-08 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,157788,'1','1','USMAN',2025-10-08 10:17:55.860000,,'E-1183',7072,,'03','400001','PURCHASE A/C'
17073,2025-10-08 00:00,'200099','V','ABDUL REHMAN KHAN GRINDING',,'ABBOTABAD',0,380310,'1','1','HAMMAD',2025-10-08 11:54:14.229000,,'P-3319',7073,'ABBOTABAD','03','400001','PURCHASE A/C'
17074,2025-10-08 00:00,'100902','C','INTER LINK TRADERS ',,,5,1,'1','1','HAMMAD',2025-10-08 18:31:01.838000,,'BBILTY NO#555882',7074,,'03','400001','PURCHASE A/C'
17075,2025-10-08 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,163000,'1','1','USMAN',2025-10-08 18:36:56.760000,,'BILTY NO#3128/8',7075,'LAHORE','03','400001','PURCHASE A/C'
17076,2025-10-08 00:00,'200231','V','ALI HASSAN BOTTLE STORE',,,0,90000,'1','1','USMAN',2025-10-08 18:38:27.659000,,'BILTY NO#9613/02',7076,,'03','400001','PURCHASE A/C'
17077,2025-10-08 00:00,'200264','V','EAGLE PAPER MILLS',,,0,1172340,'1','1','HAMMAD',2025-10-08 18:40:24.567000,,'LES-3915',7077,,'03','400001','PURCHASE A/C'
17078,2025-10-09 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,995410,'1','1','HAMMAD',2025-10-09 10:37:53.457000,,'SAI-282',7078,'GUJRANWALA','03','400001','PURCHASE A/C'
17079,2025-10-09 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-09 10:48:13.821000,,'LES-6151',7079,'QAIDABAD','03','400001','PURCHASE A/C'
17080,2025-10-09 00:00,'100827','C','HK PACKAGES LAHORE',,'LAHORE',0,142624,'1','1','HAMMAD',2025-10-09 18:21:00.949000,,'BILTY NO#5940/02',7080,'LAHORE','03','400001','PURCHASE A/C'
17081,2025-10-09 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD (MOHEIB ENTERPRISES)','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1725468,'1','1','USMAN',2025-10-09 20:27:39.899000,,'LRS-5222',7081,'FAISALABAD','03','400001','PURCHASE A/C'
17082,2025-10-09 00:00,'200213','V','GETRON','QUAID AZAM INDUSTRIAL ESTATE, HAMDARD CHOWK KOT LAKHPAT LAHORE','LAHORE',0,184300,'1','1','HAMMAD',2025-10-09 20:31:02.644000,,'LES-5435 (SHEHZAD)',7082,'LAHORE','03','400001','PURCHASE A/C'
17083,2025-10-09 00:00,'200146','V','BB CHAMPACK',,,0,723129,'1','1','USMAN',2025-10-09 20:32:16.564000,,'LES-5435 (SHAHZAD)',7083,,'03','400001','PURCHASE A/C'
17084,2025-10-09 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,152100,'1','1','USMAN',2025-10-11 09:41:26.330000,'DT#27.09.25','BILTY NO#3660/08',7084,'LAHORE','03','400001','PURCHASE A/C'
17085,2025-10-11 00:00,'100877','C','SHAFI & SONS SOAP FACTORY (SAJJAD SB)',,,0,2240,'1','1','HAMMAD',2025-10-11 10:00:40.051000,,'YAHYA BUTT SB',7085,,'03','400001','PURCHASE A/C'
17086,2025-10-11 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,158355,'1','1','USMAN',2025-10-11 10:23:59.006000,,'C-1183',7086,,'03','400001','PURCHASE A/C'
17087,2025-10-12 00:00,'200202','V','CH SHAFIQ MANUFACTURING (PVT) LTD','BUILDING34-C FLOOR,JAMI COMMERCIAL AREA STREET#3 DHA PHASE 7 ','KARACHI',0,15182680,'1','1','HAMMAD',2025-10-12 10:58:56.623000,,'C-1167',7087,'KARACHI','03','400001','PURCHASE A/C'
17088,2025-10-13 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,152240,'1','1','USMAN',2025-10-13 10:01:53.935000,,'AP-0159',7088,,'03','400001','PURCHASE A/C'
17089,2025-10-14 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,149000,'1','1','USMAN',2025-10-14 09:13:55.012000,,'E-5719',7089,,'03','400001','PURCHASE A/C'
17090,2025-10-14 00:00,'100876','C','GLOBAL MARKS (PRIVATE) LIMITED',,,1,1,'1','1','HAMMAD',2025-10-14 17:08:02.373000,,'TAD-701',7090,,'03','400001','PURCHASE A/C'
17091,2025-10-14 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,966691,'1','1','USMAN',2025-10-14 17:12:42.092000,,'TUF-329',7091,'LAHORE','03','400001','PURCHASE A/C'
17092,2025-10-14 00:00,'200017','V','MUZAFAR ','NEW KARACHI INDUSTRIAL AREA GABOL TOWN','KARACHI',0,1058640,'1','1','HAMMAD',2025-10-14 17:59:04.483000,,'GAM-4333',7092,'KARACHI','03','400001','PURCHASE A/C'
17093,2025-10-15 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,137862,'1','1','USMAN',2025-10-15 10:06:08.144000,,'E-5719',7093,,'03','400001','PURCHASE A/C'
17094,2025-10-15 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-15 14:45:39.562000,,'LES-6151',7094,'QAIDABAD','03','400001','PURCHASE A/C'
17095,2025-10-15 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-15 14:46:20.413000,,'LES-6751 ',7095,'QAIDABAD','03','400001','PURCHASE A/C'
17096,2025-10-15 00:00,'200140','V','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',0,107100,'1','1','HAMMAD',2025-10-15 14:48:23.317000,,'GAW-2936',7096,'GUJRANWALA','03','400001','PURCHASE A/C'
17097,2025-10-15 00:00,'200364','V','MY FLEX',,,0,47600,'1','1','USMAN',2025-10-15 18:37:24.328000,,'BILTY NO#3482/2',7097,,'03','400001','PURCHASE A/C'
17098,2025-10-15 00:00,'200363','V','RAIS & CO','OFFICE#3-B,3RD FLOOR,PLOT#3/1 AL-KAREEM MARKET,NEAR BOTTON MARKET M.A JINNAH ROAD,KARACHI.PAKISTAN.','KARACHI ',0,531000,'1','1','USMAN',2025-10-15 18:38:46.547000,,'BILTY NO#3491/20',7098,'KARACHI ','03','400001','PURCHASE A/C'
17099,2025-10-15 00:00,'200209','V','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',0,1,'1','1','USMAN',2025-10-15 18:39:45.945000,,'BILTY NO#3342/1',7099,'LAHORE','03','400001','PURCHASE A/C'
17100,2025-10-15 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,1516100,'1','1','USMAN',2025-10-15 19:13:39.794000,'300KG WHITE & 150KG YELLOW HP INK','BILTY NO#3374/61',7100,'LAHORE','03','400001','PURCHASE A/C'
17101,2025-10-15 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,959310,'1','1','HAMMAD',2025-10-15 19:19:00.412000,,'LET-99',7101,'GUJRANWALA','03','400001','PURCHASE A/C'
17102,2025-10-16 00:00,'100904','C','GRAVITY SOLUTIONS',,,5,1,'1','1','HAMMAD',2025-10-18 09:21:02.358000,,'BILTY NO#6868/6',7102,,'03','400001','PURCHASE A/C'
17103,2025-10-18 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,140657,'1','1','USMAN',2025-10-18 10:17:57.165000,,'E-5719 ',7103,,'03','400001','PURCHASE A/C'
17104,2025-10-18 00:00,'200345','V','ASIF KHAN MARBLE (BONAIR)',,,0,68000,'1','1','HAMMAD',2025-10-18 15:10:05.700000,,'CAV-942',7104,,'03','400001','PURCHASE A/C'
17105,2025-10-18 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD (MOHEIB ENTERPRISES)','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1577119,'1','1','USMAN',2025-10-18 15:11:35.215000,,'LRO-7917',7105,'FAISALABAD','03','400001','PURCHASE A/C'
17106,2025-10-18 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,874100,'1','1','USMAN',2025-10-18 15:12:20.140000,,'TUF-030',7106,'LAHORE','03','400001','PURCHASE A/C'
17107,2025-10-18 00:00,'200319','V','DIC PAKISTAN LTD ',,,0,562241,'1','1','Mudassar',2025-10-18 18:34:19.036000,,'6740/16',7107,,'03','400001','PURCHASE A/C'
17108,2025-10-18 00:00,'200340','V','TOHEED BROTHERS','KARACHI',,0,52297,'1','1','HAMMAD',2025-10-18 18:39:42.804000,,'BILTY NO#5277/1',7108,,'03','400001','PURCHASE A/C'
17109,2025-10-19 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,145233,'1','1','USMAN',2025-10-19 09:41:33.076000,,'E-5719 ',7109,,'03','400001','PURCHASE A/C'
17110,2025-10-19 00:00,'100876','C','GLOBAL MARKS (PRIVATE) LIMITED',,,2,1,'1','1','HAMMAD',2025-10-19 10:08:58.914000,,'CAJ-605 (14.10.25)',7110,,'03','400001','PURCHASE A/C'
17111,2025-10-19 00:00,'200235','V','KAMOKI PRESS',,,0,606000,'1','1','HAMMAD',2025-10-19 20:29:41.864000,,'LEI-7326',7111,,'03','400001','PURCHASE A/C'
17112,2025-10-19 00:00,'100489','C','SAGA INTERNATIONAL',,'SIALKOT',9,1,'1','1','HAMMAD',2025-10-19 20:33:51.021000,,'LEI-7326',7112,'SIALKOT','03','400001','PURCHASE A/C'
17113,2025-10-19 00:00,'200050','V','MITHO KHAAD ',,,0,130500,'1','1','USMAN',2025-10-19 20:36:02.387000,,'YAQOOB',7113,,'03','400001','PURCHASE A/C'
17114,2025-10-19 00:00,'200231','V','ALI HASSAN BOTTLE STORE',,,5,135000,'1','1','HAMMAD',2025-10-19 20:39:03.705000,,'LES-3393',7114,,'03','400001','PURCHASE A/C'
17115,2025-10-19 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,989520,'1','1','HAMMAD',2025-10-19 20:46:47.718000,,'LES-3393',7115,'GUJRANWALA','03','400001','PURCHASE A/C'
17116,2025-10-20 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,146651,'1','1','USMAN',2025-10-20 09:16:54.256000,,'AP-0159',7116,,'03','400001','PURCHASE A/C'
17117,2025-10-20 00:00,'200303','V','HMS TRADING ENTERPRISES','101 MAIN LANDA BAZZAR LHR ','LAHORE',0,3097951,'1','1','HAMMAD',2025-10-20 20:50:19.293000,,'CAE-037',7117,'LAHORE','03','400001','PURCHASE A/C'
17118,2025-10-20 00:00,'200146','V','BB CHAMPACK',,,0,996048,'1','1','HAMMAD',2025-10-20 20:56:50.285000,,'CAE-037',7118,,'03','400001','PURCHASE A/C'
17119,2025-10-20 00:00,'100905','C','VISTA PACKAGES ',,,0,32500,'1','1','HAMMAD',2025-10-20 20:58:42.168000,,'CAE-037',7119,,'03','400001','PURCHASE A/C'
17120,2025-10-20 00:00,'100827','C','HK PACKAGES LAHORE',,'LAHORE',2,1,'1','1','HAMMAD',2025-10-20 21:00:48.174000,,'BILTY NO#068/3',7120,'LAHORE','03','400001','PURCHASE A/C'
17121,2025-10-21 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2280600,'1','1','HAMMAD',2025-10-21 09:59:28.002000,,'AE-1965',7121,'QAIDABAD','03','400001','PURCHASE A/C'
17122,2025-10-21 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-21 19:55:18.533000,,'lxk-6566',7122,'QAIDABAD','03','400001','PURCHASE A/C'
17123,2025-10-21 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,864180,'1','1','USMAN',2025-10-21 19:56:14.718000,,'TMK-028',7123,'LAHORE','03',,
17124,2025-10-09 00:00,'200157','V','MUKHTAR SOAP KARACHI',,'KARACHI',0,6401250,'1','1','HAMMAD',2025-10-22 09:29:01.308000,,'90 drums',7124,'KARACHI','03','400001','PURCHASE A/C'
17125,2025-10-22 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,142682,'1','1','USMAN',2025-10-22 09:52:15.285000,,'E-5719',7125,,'03','400001','PURCHASE A/C'
17126,2025-10-22 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,979830,'1','1','HAMMAD',2025-10-22 18:46:19.594000,,'LET-99',7126,'GUJRANWALA','03','400001','PURCHASE A/C'
17127,2025-10-22 00:00,'200089','V','AL HASNAIN PAPER & BOARD MILL GUJRANWALA',,'GUJRANWALA',0,900030,'1','1','HAMMAD',2025-10-22 18:49:49.041000,,'LZR-9221',7127,'GUJRANWALA','03','400001','PURCHASE A/C'
17128,2025-10-22 00:00,'200099','V','ABDUL REHMAN KHAN GRINDING',,'ABBOTABAD',0,419055,'1','1','HAMMAD',2025-10-22 18:52:47.012000,,'MNS-1233',7128,'ABBOTABAD','03','400001','PURCHASE A/C'
17129,2025-10-22 00:00,'200096','V','FARAS CHEMICALS',,'BHAI PHERO',0,14179240,'1','1','HAMMAD',2025-10-22 18:53:39.301000,,'TTB-659',7129,'BHAI PHERO','03','400001','PURCHASE A/C'
17130,2025-10-22 00:00,'200257','V','ASIM BUTT (MARBLE POWDER)',,,0,17952,'1','1','HAMMAD',2025-10-23 09:21:34.524000,,'LES-5435',7130,,'03','400001','PURCHASE A/C'
17131,2025-10-22 00:00,'200146','V','BB CHAMPACK',,,0,1063082,'1','1','HAMMAD',2025-10-23 09:42:11.543000,,'LES-5435 (SHEHZAD)',7131,,'03','400001','PURCHASE A/C'
17132,2025-10-22 00:00,'200330','V','ZAKI SB & RAFIULLAH SB',,,0,33650000,'1','1','HAMMAD',2025-10-23 10:15:36.135000,,'TLW-092',7132,,'03','400001','PURCHASE A/C'
17133,2025-10-23 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD (MOHEIB ENTERPRISES)','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1572312,'1','1','HAMMAD',2025-10-23 20:46:44.515000,,'LRO-1247',7133,'FAISALABAD','03','400001','PURCHASE A/C'
17134,2025-10-23 00:00,'200345','V','ASIF KHAN MARBLE (BONAIR)',,,0,238000,'1','1','USMAN',2025-10-23 20:47:33.344000,,'Z-9545',7134,,'03','400001','PURCHASE A/C'
17135,2025-10-23 00:00,'200242','V','PRIME GLOBAL ','KARACHI ',,0,2080000,'1','1','HAMMAD',2025-10-23 20:48:20.619000,,'JT-6069',7135,,'03','400001','PURCHASE A/C'
17136,2025-10-25 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,142196,'1','1','USMAN',2025-10-25 10:34:57.094000,,'V#2872',7136,,'03','400001','PURCHASE A/C'
17137,2025-10-25 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,145598,'1','1','USMAN',2025-10-25 10:36:08.721000,,'AP-0159',7137,,'03','400001','PURCHASE A/C'
17138,2025-10-25 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-25 14:21:32.924000,,'LES-6261',7138,'QAIDABAD','03','400001','PURCHASE A/C'
17139,2025-10-25 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,640419,'1','1','USMAN',2025-10-25 14:22:33.483000,,'TUF-028',7139,'LAHORE','03','400001','PURCHASE A/C'
17140,2025-10-25 00:00,'200140','V','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',0,1087856,'1','1','USMAN',2025-10-25 14:25:48.124000,,'GLTA-1933',7140,'GUJRANWALA','03','400001','PURCHASE A/C'
17141,2025-10-25 00:00,'200242','V','PRIME GLOBAL ','KARACHI ',,0,1976000,'1','1','USMAN',2025-10-26 09:16:50.802000,,'TLJ-477',7141,,'03','400001','PURCHASE A/C'
17142,2025-10-25 00:00,'100902','C','INTER LINK TRADERS ',,,4,1,'1','1','HAMMAD',2025-10-26 09:53:25.128000,,'BILTY NO#1118/5',7142,,'03','400001','PURCHASE A/C'
17143,2025-10-25 00:00,'200209','V','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',0,1,'1','1','USMAN',2025-10-26 09:54:11.154000,,'BILTY NO#3861/1',7143,'LAHORE','03','400001','PURCHASE A/C'
17144,2025-10-25 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,853500,'1','1','USMAN',2025-10-26 09:55:25.198000,'HP INKS','BILTY NO#3793/27',7144,'LAHORE','03','400001','PURCHASE A/C'
17145,2025-10-25 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,156600,'1','1','USMAN',2025-10-26 09:57:02.555000,,'BILTY NO#5481/9',7145,'LAHORE','03','400001','PURCHASE A/C'
17146,2025-10-25 00:00,'200319','V','DIC PAKISTAN LTD ',,,0,390816,'1','1','HAMMAD',2025-10-26 09:59:06.849000,,'BILTY NO#7215/6',7146,,'03','400001','PURCHASE A/C'
17147,2025-10-25 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,439500,'1','1','USMAN',2025-10-26 10:00:41.510000,,'BILTY NO#1105/17',7147,'LAHORE','03',,
17148,2025-10-25 00:00,'100789','C','SAHIBZADA ABDUL BAIS LTD','KABUL TERMINAL, NEAR DEER COLONY, RING ROAD, PESHAWAR','AFGHANISTAN',47,1,'1','1','HAMMAD',2025-10-26 10:03:35.692000,,'BILTY NO#937/6',7148,'AFGHANISTAN','03','400001','PURCHASE A/C'
17149,2025-10-27 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,155277,'1','1','USMAN',2025-10-27 09:30:08.761000,,'C-2872',7149,,'03','400001','PURCHASE A/C'
17150,2025-10-27 00:00,'200364','V','MY FLEX',,,0,238000,'1','1','HAMMAD',2025-10-27 19:36:37.523000,,'BILTY NO#6056/10',7150,,'03','400001','PURCHASE A/C'
17151,2025-10-27 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,28750,'1','1','USMAN',2025-10-27 19:37:36.685000,,'BILTY NO#1158/2',7151,'LAHORE','03','400001','PURCHASE A/C'
17152,2025-10-27 00:00,'200363','V','RAIS & CO','OFFICE#3-B,3RD FLOOR,PLOT#3/1 AL-KAREEM MARKET,NEAR BOTTON MARKET M.A JINNAH ROAD,KARACHI.PAKISTAN.','KARACHI ',0,1062000,'1','1','HAMMAD',2025-10-27 19:38:36.128000,,'BILTY NO#1121/40',7152,'KARACHI ','03','400001','PURCHASE A/C'
17153,2025-10-27 00:00,'100912','C','MALIK FOOD (RAWALPINDI)',,,4,1,'1','1','HAMMAD',2025-10-27 19:39:28.678000,,'BILTY NO#6362/5',7153,,'03','400001','PURCHASE A/C'
17154,2025-10-27 00:00,'200265','V','CHINA PLATE',,,3,1,'1','1','HAMMAD',2025-10-27 19:40:54.954000,,'BILTY NO#6046/4',7154,,'03','400001','PURCHASE A/C'
17155,2025-10-28 00:00,'200141','V','CAPTAIN-PQ CHEMICAL INDUSTRIES (PVT) LTD (MOHEIB ENTERPRISES)','SARGODHA ROAD, FAISALABAD','FAISALABAD',0,1592687,'1','1','USMAN',2025-10-28 15:06:09.066000,,'GLT-7546',7155,'FAISALABAD','03','400001','PURCHASE A/C'
17156,2025-10-28 00:00,'100877','C','SHAFI & SONS SOAP FACTORY (SAJJAD SB)',,,0,9000,'1','1','USMAN',2025-10-28 15:13:50.561000,,'YAHYA BUTT SB',7156,,'03','400001','PURCHASE A/C'
17157,2025-10-28 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2206600,'1','1','USMAN',2025-10-28 15:16:58.637000,,'LXK-6566',7157,'QAIDABAD','03','400001','PURCHASE A/C'
17158,2025-10-28 00:00,'200146','V','BB CHAMPACK',,,0,1089360,'1','1','USMAN',2025-10-28 15:36:11.558000,,'LES-5435',7158,,'03','400001','PURCHASE A/C'
17159,2025-10-28 00:00,'200058','V','MUJADDAD LAHORE',,'LAHORE',0,5547425,'1','1','USMAN',2025-10-29 09:10:47.941000,,'GAL-7895',7159,'LAHORE','03','400001','PURCHASE A/C'
17160,2025-10-28 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,856464,'1','1','USMAN',2025-10-29 09:12:28.521000,,'TUF-028',7160,'LAHORE','03','400001','PURCHASE A/C'
17161,2025-10-28 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,210000,'1','1','USMAN',2025-10-29 09:18:04.135000,'HP ','BILTY NO#1246/8',7161,'LAHORE','03','400001','PURCHASE A/C'
17162,2025-10-29 00:00,'200202','V','CH SHAFIQ MANUFACTURING (PVT) LTD','BUILDING34-C FLOOR,JAMI COMMERCIAL AREA STREET#3 DHA PHASE 7 ','KARACHI',0,15153300,'1','1','USMAN',2025-10-29 19:55:35.012000,,'GLTB-763',7162,'KARACHI','03','400001','PURCHASE A/C'
17163,2025-10-29 00:00,'200311','V','AHMAD CHEMICALS ','MEHAR SADIQ MARKET RAILWAY ROAD FSD. ','FAISALABAD',0,1028700,'1','1','USMAN',2025-10-29 19:56:45.094000,,'MLD-5394',7163,'FAISALABAD','03','400001','PURCHASE A/C'
17164,2025-10-29 00:00,'200123','V','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',0,697100,'1','1','USMAN',2025-10-29 19:59:10.182000,'1 CAN WATER BASE 20KG','BILTY NO#1265/35',7164,'LAHORE','03','400001','PURCHASE A/C'
17165,2025-10-29 00:00,'200061','V','SUMMAR DYING',,'LAHORE',0,90000,'1','1','USMAN',2025-10-29 20:00:27.926000,,'BILTY NO#1266/5',7165,'LAHORE','03','400001','PURCHASE A/C'
17166,2025-10-29 00:00,'200297','V','ASIAN CHEMICALS (PVT) LTD','22KM GT ROAD KALA SHAH KAKU OPPOSITE RAVI RAYON, MURIDKE.','MURIDKE',0,620000,'1','1','USMAN',2025-10-29 20:03:52.194000,,'JGI-329',7166,'MURIDKE','03','400001','PURCHASE A/C'
17167,2025-10-30 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,137619,'1','1','USMAN',2025-10-30 10:49:56.695000,,'2872',7167,,'03','400001','PURCHASE A/C'
17168,2025-10-30 00:00,'200256','V','KALEEM ULLAH FIRE WOOD',,,0,186030,'1','1','USMAN',2025-10-30 15:00:18.411000,,'LES-8930',7168,,'03','400001','PURCHASE A/C'
17169,2025-11-01 00:00,'200348','V','ZUBAIR SALT DEALER (KHEWERA)',,,0,160583,'1','1','USMAN',2025-11-01 12:37:12.574000,,'JM-194',7169,,'03','400001','PURCHASE A/C'
17170,2025-11-01 00:00,'200024','V','PEARL GAS (PRIVATE) LIMITED (AKBAR ALI)','16-A FIRST FLOOR, SADIQ PLAZA SHARA-E-QUAID E AZAM LAHORE','LAHORE',0,765283,'1','1','USMAN',2025-11-01 18:07:53.876000,,'tuf-329',7170,'LAHORE','03','400001','PURCHASE A/C'
17171,2025-11-01 00:00,'200010','V','OLYMPIA CHEMICALS LIMITED ','QAIDABAD','QAIDABAD',0,2354600,'1','1','HAMMAD',2025-11-01 18:08:51.251000,,'AE-1965',7171,'QAIDABAD','03','400001','PURCHASE A/C'
17172,2025-11-01 00:00,'200146','V','BB CHAMPACK',,,0,1268273,'1','1','USMAN',2025-11-01 18:11:08.661000,,,7172,,'03','400001','PURCHASE A/C'
